Snapshot_Date,Hub_ID,SKU,Quantity_On_Hand
2022-01-01,HUB-BLR,SKU0205,296
2022-01-01,HUB-BLR,SKU0206,279
2022-01-01,HUB-DEL,SKU0207,319
2022-01-01,HUB-DEL,SKU0208,261
2022-01-01,HUB-BOM,SKU0209,171
2022-01-01,HUB-BOM,SKU0210,226
2022-01-01,HUB-BLR,SKU0211,241
2022-01-01,HUB-DEL,SKU0212,143
2022-01-01,HUB-BOM,SKU0213,227
2022-01-01,HUB-BOM,SKU0214,383
2022-01-01,HUB-DEL,SKU0215,245
2022-01-01,HUB-BOM,SKU0216,113
2022-01-01,HUB-BLR,SKU0217,239
2022-01-01,HUB-BOM,SKU0218,205
2022-01-01,HUB-BOM,SKU0219,358
2022-01-01,HUB-BOM,SKU0220,360
2022-01-01,HUB-DEL,SKU0221,196
2022-01-01,HUB-BLR,SKU0222,300
2022-01-01,HUB-BOM,SKU0223,251
2022-01-01,HUB-BLR,SKU0224,127
2022-01-01,HUB-DEL,SKU0225,222
2022-01-01,HUB-DEL,SKU0226,349
2022-01-01,HUB-BLR,SKU0227,297
2022-01-01,HUB-BOM,SKU0228,157
2022-01-01,HUB-BLR,SKU0229,223
2022-01-01,HUB-DEL,SKU0230,355
2022-01-01,HUB-DEL,SKU0231,136
2022-01-01,HUB-BLR,SKU0232,364
2022-01-01,HUB-DEL,SKU0233,106
2022-01-01,HUB-BLR,SKU0234,284
2022-01-01,HUB-DEL,SKU0235,262
2022-01-01,HUB-BLR,SKU0236,167
2022-01-01,HUB-BLR,SKU0237,298
2022-01-01,HUB-DEL,SKU0238,391
2022-01-01,HUB-BLR,SKU0239,315
2022-01-01,HUB-DEL,SKU0240,287
2022-01-01,HUB-BOM,SKU0241,375
2022-01-01,HUB-BLR,SKU0242,181
2022-01-01,HUB-DEL,SKU0243,341
2022-01-01,HUB-BLR,SKU0244,137
2022-01-01,HUB-DEL,SKU0245,108
2022-01-01,HUB-BOM,SKU0246,400
2022-01-01,HUB-BLR,SKU0247,134
2022-01-01,HUB-BLR,SKU0248,99
2022-01-01,HUB-DEL,SKU0249,229
2022-01-01,HUB-BOM,SKU0250,210
2022-01-01,HUB-BLR,SKU0251,120
2022-01-01,HUB-BOM,SKU0252,130
2022-01-01,HUB-DEL,SKU0253,303
2022-01-01,HUB-BOM,SKU0254,359
2022-01-01,HUB-BOM,SKU0255,246
2022-01-01,HUB-DEL,SKU0256,356
2022-01-01,HUB-BOM,SKU0257,312
2022-01-01,HUB-BLR,SKU0258,316
2022-01-01,HUB-BOM,SKU0259,305
2022-01-01,HUB-BOM,SKU0260,142
2022-01-01,HUB-DEL,SKU0261,374
2022-01-01,HUB-BOM,SKU0262,375
2022-01-01,HUB-BOM,SKU0263,178
2022-01-01,HUB-DEL,SKU0264,242
2022-01-01,HUB-DEL,SKU0265,142
2022-01-01,HUB-BOM,SKU0266,258
2022-01-01,HUB-DEL,SKU0267,134
2022-01-01,HUB-DEL,SKU0268,353
2022-01-01,HUB-BLR,SKU0269,204
2022-01-01,HUB-BLR,SKU0270,179
2022-01-01,HUB-BLR,SKU0271,364
2022-01-01,HUB-BOM,SKU0272,264
2022-01-01,HUB-BOM,SKU0273,300
2022-01-01,HUB-BOM,SKU0274,400
2022-01-01,HUB-BOM,SKU0275,133
2022-01-01,HUB-BOM,SKU0276,258
2022-01-01,HUB-DEL,SKU0277,314
2022-01-01,HUB-BOM,SKU0278,216
2022-01-01,HUB-BOM,SKU0279,129
2022-01-01,HUB-BOM,SKU0280,225
2022-01-01,HUB-DEL,SKU0281,144
2022-01-01,HUB-DEL,SKU0282,322
2022-01-01,HUB-BLR,SKU0283,159
2022-01-01,HUB-DEL,SKU0284,332
2022-01-01,HUB-BLR,SKU0285,128
2022-01-01,HUB-DEL,SKU0286,258
2022-01-01,HUB-BOM,SKU0287,189
2022-01-01,HUB-BLR,SKU0288,161
2022-01-01,HUB-DEL,SKU0289,102
2022-01-01,HUB-BLR,SKU0290,170
2022-01-01,HUB-BLR,SKU0291,105
2022-01-01,HUB-BOM,SKU0292,183
2022-01-01,HUB-DEL,SKU0293,354
2022-01-01,HUB-BLR,SKU0294,277
2022-01-01,HUB-BLR,SKU0295,367
2022-01-01,HUB-DEL,SKU0296,364
2022-01-01,HUB-DEL,SKU0297,232
2022-01-01,HUB-DEL,SKU0298,185
2022-01-01,HUB-BLR,SKU0299,284
2022-01-01,HUB-BOM,SKU0300,164
2022-01-01,HUB-DEL,SKU0301,237
2022-01-01,HUB-BOM,SKU0302,160
2022-01-01,HUB-BLR,SKU0303,115
2022-01-01,HUB-BLR,SKU0304,271
2022-01-01,HUB-BLR,SKU0305,319
2022-01-01,HUB-DEL,SKU0306,239
2022-01-01,HUB-BOM,SKU0307,362
2022-01-01,HUB-DEL,SKU0308,132
2022-01-01,HUB-BLR,SKU0309,225
2022-01-01,HUB-BOM,SKU0310,395
2022-01-01,HUB-BOM,SKU0311,134
2022-01-01,HUB-DEL,SKU0312,354
2022-01-01,HUB-BLR,SKU0313,333
2022-01-01,HUB-DEL,SKU0314,361
2022-01-01,HUB-BOM,SKU0315,282
2022-01-01,HUB-DEL,SKU0316,124
2022-01-01,HUB-DEL,SKU0317,355
2022-01-01,HUB-DEL,SKU0318,390
2022-01-01,HUB-BOM,SKU0319,183
2022-01-01,HUB-BLR,SKU0320,288
2022-01-01,HUB-DEL,SKU0321,180
2022-01-01,HUB-BLR,SKU0322,230
2022-01-01,HUB-BLR,SKU0323,128
2022-01-01,HUB-BLR,SKU0324,378
2022-01-01,HUB-DEL,SKU0325,155
2022-01-01,HUB-BLR,SKU0326,216
2022-01-01,HUB-BLR,SKU0327,360
2022-01-01,HUB-DEL,SKU0328,101
2022-01-01,HUB-BLR,SKU0329,122
2022-01-01,HUB-BOM,SKU0330,106
2022-01-01,HUB-BOM,SKU0331,225
2022-01-01,HUB-BLR,SKU0332,123
2022-01-01,HUB-BLR,SKU0333,336
2022-01-01,HUB-DEL,SKU0334,286
2022-01-01,HUB-BLR,SKU0335,296
2022-01-01,HUB-BLR,SKU0336,168
2022-01-01,HUB-BOM,SKU0337,187
2022-01-01,HUB-BOM,SKU0338,118
2022-01-01,HUB-DEL,SKU0339,383
2022-01-01,HUB-BOM,SKU0340,314
2022-01-01,HUB-DEL,SKU0341,205
2022-01-01,HUB-DEL,SKU0342,264
2022-01-01,HUB-BOM,SKU0343,227
2022-01-01,HUB-BLR,SKU0344,297
2022-01-01,HUB-BLR,SKU0345,263
2022-01-01,HUB-DEL,SKU0346,238
2022-01-01,HUB-BOM,SKU0347,139
2022-01-01,HUB-BLR,SKU0348,389
2022-01-01,HUB-BOM,SKU0349,290
2022-01-01,HUB-BOM,SKU0350,151
2022-01-01,HUB-BOM,SKU0351,357
2022-01-01,HUB-BLR,SKU0352,126
2022-01-01,HUB-BOM,SKU0353,191
2022-01-01,HUB-BLR,SKU0354,214
2022-01-01,HUB-BOM,SKU0355,364
2022-01-01,HUB-DEL,SKU0356,114
2022-01-01,HUB-BLR,SKU0357,305
2022-01-01,HUB-BOM,SKU0358,135
2022-01-01,HUB-BLR,SKU0359,338
2022-01-01,HUB-BLR,SKU0360,244
2022-01-01,HUB-BLR,SKU0361,259
2022-01-01,HUB-BLR,SKU0362,267
2022-01-01,HUB-BLR,SKU0363,134
2022-01-01,HUB-DEL,SKU0364,383
2022-01-01,HUB-BOM,SKU0365,333
2022-01-01,HUB-BLR,SKU0366,104
2022-01-01,HUB-BLR,SKU0367,284
2022-01-01,HUB-BLR,SKU0368,202
2022-01-01,HUB-BLR,SKU0369,249
2022-01-01,HUB-BOM,SKU0370,388
2022-01-01,HUB-BLR,SKU0371,249
2022-01-01,HUB-BOM,SKU0372,218
2022-01-01,HUB-BOM,SKU0373,333
2022-01-01,HUB-BOM,SKU0374,288
2022-01-01,HUB-BOM,SKU0375,343
2022-01-01,HUB-DEL,SKU0376,194
2022-01-01,HUB-BLR,SKU0377,379
2022-01-01,HUB-BOM,SKU0378,225
2022-01-01,HUB-DEL,SKU0379,177
2022-01-01,HUB-BOM,SKU0380,103
2022-01-01,HUB-DEL,SKU0381,309
2022-01-01,HUB-DEL,SKU0382,107
2022-01-01,HUB-BLR,SKU0383,219
2022-01-01,HUB-DEL,SKU0384,377
2022-01-01,HUB-BLR,SKU0385,270
2022-01-01,HUB-DEL,SKU0386,100
2022-01-01,HUB-BOM,SKU0387,271
2022-01-01,HUB-BLR,SKU0388,100
2022-01-01,HUB-BOM,SKU0389,292
2022-01-01,HUB-DEL,SKU0390,254
2022-01-01,HUB-BOM,SKU0391,149
2022-01-01,HUB-BOM,SKU0392,205
2022-01-01,HUB-DEL,SKU0393,371
2022-01-01,HUB-BLR,SKU0394,214
2022-01-01,HUB-BOM,SKU0395,314
2022-01-01,HUB-BOM,SKU0396,351
2022-01-01,HUB-BLR,SKU0397,130
2022-01-01,HUB-DEL,SKU0398,164
2022-01-01,HUB-DEL,SKU0399,243
2022-01-01,HUB-BOM,SKU0400,147
2022-01-01,HUB-BLR,SKU0401,122
2022-01-01,HUB-BOM,SKU0402,218
2022-01-01,HUB-DEL,SKU0403,366
2022-01-01,HUB-BLR,SKU0404,311
2022-01-01,HUB-BLR,SKU0405,285
2022-01-01,HUB-BOM,SKU0406,323
2022-01-01,HUB-BLR,SKU0407,132
2022-01-01,HUB-BOM,SKU0408,395
2022-01-01,HUB-BLR,SKU0409,148
2022-01-01,HUB-BOM,SKU0410,358
2022-01-01,HUB-BOM,SKU0411,161
2022-01-01,HUB-DEL,SKU0412,295
2022-01-01,HUB-BLR,SKU0413,128
2022-01-01,HUB-DEL,SKU0414,390
2022-01-01,HUB-BOM,SKU0415,131
2022-01-01,HUB-DEL,SKU0416,322
2022-01-01,HUB-DEL,SKU0417,163
2022-01-01,HUB-BLR,SKU0418,221
2022-01-01,HUB-BLR,SKU0419,237
2022-01-01,HUB-BOM,SKU0420,227
2022-01-01,HUB-BOM,SKU0421,261
2022-01-01,HUB-DEL,SKU0422,301
2022-01-01,HUB-BLR,SKU0423,267
2022-01-01,HUB-DEL,SKU0424,262
2022-01-01,HUB-BOM,SKU0425,329
2022-01-01,HUB-DEL,SKU0426,239
2022-01-01,HUB-DEL,SKU0427,219
2022-01-01,HUB-BOM,SKU0428,138
2022-01-01,HUB-BLR,SKU0429,203
2022-01-01,HUB-BLR,SKU0430,169
2022-01-01,HUB-BOM,SKU0431,399
2022-01-01,HUB-BOM,SKU0432,155
2022-01-01,HUB-BLR,SKU0433,179
2022-01-01,HUB-BOM,SKU0434,154
2022-01-01,HUB-BLR,SKU0435,184
2022-01-01,HUB-BOM,SKU0436,330
2022-01-01,HUB-BOM,SKU0437,338
2022-01-01,HUB-BOM,SKU0438,260
2022-01-01,HUB-DEL,SKU0439,308
2022-01-01,HUB-BLR,SKU0440,161
2022-01-01,HUB-BLR,SKU0441,374
2022-01-01,HUB-DEL,SKU0442,283
2022-01-01,HUB-BOM,SKU0443,206
2022-01-01,HUB-BLR,SKU0444,331
2022-01-01,HUB-BLR,SKU0445,257
2022-01-01,HUB-BOM,SKU0446,337
2022-01-01,HUB-DEL,SKU0447,229
2022-01-01,HUB-BOM,SKU0448,161
2022-01-01,HUB-DEL,SKU0449,144
2022-01-01,HUB-BLR,SKU0450,180
2022-01-01,HUB-BOM,SKU0451,255
2022-01-01,HUB-BOM,SKU0452,120
2022-01-01,HUB-DEL,SKU0453,210
2022-01-01,HUB-BLR,SKU0454,267
2022-01-01,HUB-DEL,SKU0455,175
2022-01-01,HUB-BOM,SKU0456,146
2022-01-01,HUB-BOM,SKU0457,227
2022-01-01,HUB-BLR,SKU0458,282
2022-01-01,HUB-DEL,SKU0459,302
2022-01-01,HUB-BLR,SKU0460,355
2022-01-01,HUB-BOM,SKU0461,125
2022-01-01,HUB-DEL,SKU0462,253
2022-01-01,HUB-DEL,SKU0463,233
2022-01-01,HUB-DEL,SKU0464,189
2022-01-01,HUB-BOM,SKU0465,115
2022-01-01,HUB-BLR,SKU0466,307
2022-01-01,HUB-DEL,SKU0467,323
2022-01-01,HUB-DEL,SKU0468,384
2022-01-01,HUB-BOM,SKU0469,378
2022-01-01,HUB-BOM,SKU0470,227
2022-01-01,HUB-BOM,SKU0471,148
2022-01-01,HUB-BLR,SKU0472,336
2022-01-01,HUB-BOM,SKU0473,152
2022-01-01,HUB-BOM,SKU0474,171
2022-01-01,HUB-BLR,SKU0475,162
2022-01-01,HUB-BOM,SKU0476,106
2022-01-01,HUB-BOM,SKU0477,131
2022-01-01,HUB-DEL,SKU0478,213
2022-01-01,HUB-BLR,SKU0479,166
2022-01-01,HUB-BLR,SKU0480,201
2022-01-01,HUB-BOM,SKU0481,305
2022-01-01,HUB-BOM,SKU0482,290
2022-01-01,HUB-BOM,SKU0483,143
2022-01-01,HUB-BLR,SKU0484,398
2022-01-01,HUB-BOM,SKU0485,400
2022-01-01,HUB-BLR,SKU0486,232
2022-01-01,HUB-DEL,SKU0487,138
2022-01-01,HUB-BLR,SKU0488,111
2022-01-01,HUB-BLR,SKU0489,133
2022-01-01,HUB-BOM,SKU0490,198
2022-01-01,HUB-DEL,SKU0491,327
2022-01-01,HUB-BLR,SKU0492,165
2022-01-01,HUB-BLR,SKU0493,136
2022-01-01,HUB-BLR,SKU0494,269
2022-01-01,HUB-BLR,SKU0495,162
2022-01-01,HUB-BOM,SKU0496,121
2022-01-01,HUB-DEL,SKU0497,336
2022-01-01,HUB-DEL,SKU0498,118
2022-01-01,HUB-DEL,SKU0499,186
2022-01-01,HUB-BLR,SKU0500,393
2022-01-02,HUB-BOM,SKU0001,348
2022-01-02,HUB-DEL,SKU0002,245
2022-01-02,HUB-DEL,SKU0003,171
2022-01-02,HUB-BLR,SKU0004,195
2022-01-02,HUB-BLR,SKU0005,254
2022-01-02,HUB-DEL,SKU0006,328
2022-01-02,HUB-DEL,SKU0007,122
2022-01-02,HUB-DEL,SKU0008,283
2022-01-02,HUB-BOM,SKU0009,104
2022-01-02,HUB-BOM,SKU0010,348
2022-01-02,HUB-DEL,SKU0011,164
2022-01-02,HUB-BLR,SKU0012,184
2022-01-02,HUB-BLR,SKU0013,296
2022-01-02,HUB-BOM,SKU0014,387
2022-01-02,HUB-DEL,SKU0015,358
2022-01-02,HUB-BLR,SKU0016,353
2022-01-02,HUB-DEL,SKU0017,309
2022-01-02,HUB-BLR,SKU0018,342
2022-01-02,HUB-BOM,SKU0019,312
2022-01-02,HUB-BOM,SKU0020,327
2022-01-02,HUB-BLR,SKU0021,337
2022-01-02,HUB-BOM,SKU0022,180
2022-01-02,HUB-BLR,SKU0023,142
2022-01-02,HUB-BOM,SKU0024,389
2022-01-02,HUB-BOM,SKU0025,112
2022-01-02,HUB-BLR,SKU0026,212
2022-01-02,HUB-DEL,SKU0027,239
2022-01-02,HUB-BOM,SKU0028,116
2022-01-02,HUB-DEL,SKU0029,240
2022-01-02,HUB-DEL,SKU0030,215
2022-01-02,HUB-DEL,SKU0031,370
2022-01-02,HUB-BOM,SKU0032,247
2022-01-02,HUB-BLR,SKU0033,180
2022-01-02,HUB-DEL,SKU0034,334
2022-01-02,HUB-BLR,SKU0035,389
2022-01-02,HUB-DEL,SKU0036,353
2022-01-02,HUB-DEL,SKU0037,381
2022-01-02,HUB-BLR,SKU0038,350
2022-01-02,HUB-DEL,SKU0039,157
2022-01-02,HUB-BOM,SKU0040,381
2022-01-02,HUB-BLR,SKU0041,158
2022-01-02,HUB-DEL,SKU0042,231
2022-01-02,HUB-DEL,SKU0043,373
2022-01-02,HUB-BLR,SKU0044,277
2022-01-02,HUB-DEL,SKU0045,369
2022-01-02,HUB-DEL,SKU0046,116
2022-01-02,HUB-DEL,SKU0047,325
2022-01-02,HUB-DEL,SKU0048,379
2022-01-02,HUB-BOM,SKU0049,211
2022-01-02,HUB-BLR,SKU0050,307
2022-01-02,HUB-BLR,SKU0051,145
2022-01-02,HUB-DEL,SKU0052,220
2022-01-02,HUB-DEL,SKU0053,252
2022-01-02,HUB-BOM,SKU0054,116
2022-01-02,HUB-DEL,SKU0055,325
2022-01-02,HUB-BOM,SKU0056,234
2022-01-02,HUB-DEL,SKU0057,278
2022-01-02,HUB-BOM,SKU0058,137
2022-01-02,HUB-DEL,SKU0059,324
2022-01-02,HUB-DEL,SKU0060,160
2022-01-02,HUB-BLR,SKU0061,221
2022-01-02,HUB-DEL,SKU0062,204
2022-01-02,HUB-BLR,SKU0063,279
2022-01-02,HUB-BOM,SKU0064,319
2022-01-02,HUB-BLR,SKU0065,184
2022-01-02,HUB-BOM,SKU0066,171
2022-01-02,HUB-BOM,SKU0067,205
2022-01-02,HUB-DEL,SKU0068,195
2022-01-02,HUB-BLR,SKU0069,130
2022-01-02,HUB-BOM,SKU0070,391
2022-01-02,HUB-BLR,SKU0071,272
2022-01-02,HUB-BLR,SKU0072,372
2022-01-02,HUB-BLR,SKU0073,243
2022-01-02,HUB-BLR,SKU0074,375
2022-01-02,HUB-DEL,SKU0075,178
2022-01-02,HUB-BOM,SKU0076,265
2022-01-02,HUB-BOM,SKU0077,249
2022-01-02,HUB-DEL,SKU0078,248
2022-01-02,HUB-BLR,SKU0079,393
2022-01-02,HUB-DEL,SKU0080,229
2022-01-02,HUB-BLR,SKU0081,353
2022-01-02,HUB-BLR,SKU0082,126
2022-01-02,HUB-BOM,SKU0083,164
2022-01-02,HUB-BOM,SKU0084,310
2022-01-02,HUB-BOM,SKU0085,130
2022-01-02,HUB-DEL,SKU0086,241
2022-01-02,HUB-BLR,SKU0087,164
2022-01-02,HUB-BOM,SKU0088,161
2022-01-02,HUB-BLR,SKU0089,227
2022-01-02,HUB-BOM,SKU0090,174
2022-01-02,HUB-BLR,SKU0091,257
2022-01-02,HUB-DEL,SKU0092,226
2022-01-02,HUB-BLR,SKU0093,301
2022-01-02,HUB-BLR,SKU0094,350
2022-01-02,HUB-DEL,SKU0095,172
2022-01-02,HUB-BOM,SKU0096,395
2022-01-02,HUB-BOM,SKU0097,237
2022-01-02,HUB-DEL,SKU0098,312
2022-01-02,HUB-BLR,SKU0099,287
2022-01-02,HUB-DEL,SKU0100,331
2022-01-02,HUB-BLR,SKU0101,138
2022-01-02,HUB-DEL,SKU0102,147
2022-01-02,HUB-DEL,SKU0103,306
2022-01-02,HUB-DEL,SKU0104,354
2022-01-02,HUB-BLR,SKU0105,242
2022-01-02,HUB-BOM,SKU0106,288
