Shipment_Leg_ID,Leg_Type,Transport_Mode,Origin,Destination,Dispatch_Timestamp,Arrival_Timestamp,Transportation_Cost
SL000099,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-01-29 18:00:00,2024-02-01 05:46:40.000000,30928.75
SL000100,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-01-29 18:00:00,2024-02-01 21:46:40.000000,30914.0
SL000101,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-01-29 18:00:00,2024-01-31 21:06:40.000000,21850.25
SL000102,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-01-30 18:00:00,2024-02-02 06:13:20.000000,17575.7
SL000103,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-01-30 18:00:00,2024-02-02 04:46:40.000000,31006.25
SL000104,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-01-30 18:00:00,2024-02-01 04:13:20.000000,17086.5
SL000105,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-01-30 18:00:00,2024-02-03 00:46:40.000000,30910.25
SL000106,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-01-30 18:00:00,2024-02-02 15:06:40.000000,21857.0
SL000107,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-01-31 18:00:00,2024-02-03 15:13:20.000000,17161.75
SL000108,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-01-31 18:00:00,2024-02-03 11:46:40.000000,30828.25
SL000109,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-01-31 18:00:00,2024-02-03 03:13:20.000000,17062.0
SL000110,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-01-31 18:00:00,2024-02-02 12:06:40.000000,22112.25
SL000111,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-01-31 18:00:00,2024-02-03 00:46:40.000000,31081.25
SL000112,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-01-31 18:00:00,2024-02-02 22:06:40.000000,21866.0
SL000113,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-01 18:00:00,2024-02-02 23:13:20.000000,17101.85
SL000114,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-01 18:00:00,2024-02-05 06:46:40.000000,30811.0
SL000115,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-02-01 18:00:00,2024-02-03 11:13:20.000000,17072.0
SL000116,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-01 18:00:00,2024-02-04 13:06:40.000000,21839.0
SL000117,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-02 18:00:00,2024-02-05 07:46:40.000000,30854.25
SL000118,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-02 18:00:00,2024-02-05 07:06:40.000000,21917.0
SL000119,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-02 18:00:00,2024-02-05 02:46:40.000000,30822.8
SL000120,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-02-03 18:00:00,2024-02-06 04:13:20.000000,17054.0
SL000121,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-03 18:00:00,2024-02-06 09:46:40.000000,30952.5
SL000122,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-04 18:00:00,2024-02-05 22:13:20.000000,17399.0
SL000123,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-04 18:00:00,2024-02-07 05:46:40.000000,30983.6
SL000124,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-02-04 18:00:00,2024-02-06 15:13:20.000000,17157.5
SL000125,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-04 18:00:00,2024-02-07 17:06:40.000000,21993.5
SL000126,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-05 18:00:00,2024-02-08 13:13:20.000000,17084.3
SL000127,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-05 18:00:00,2024-02-09 02:46:40.000000,31215.0
SL000128,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-05 18:00:00,2024-02-08 13:06:40.000000,21968.0
SL000129,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-05 18:00:00,2024-02-09 10:46:40.000000,31012.5
SL000130,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-05 18:00:00,2024-02-07 08:06:40.000000,22103.25
SL000131,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-06 18:00:00,2024-02-10 10:46:40.000000,30946.25
SL000132,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-06 18:00:00,2024-02-08 15:06:40.000000,21862.0
SL000133,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-06 18:00:00,2024-02-09 23:46:40.000000,30919.0
SL000134,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-06 18:00:00,2024-02-09 00:06:40.000000,21870.0
SL000135,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-07 18:00:00,2024-02-10 10:13:20.000000,17201.0
SL000136,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-07 18:00:00,2024-02-09 20:06:40.000000,22002.25
SL000137,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-07 18:00:00,2024-02-10 06:46:40.000000,30934.75
SL000138,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-07 18:00:00,2024-02-09 15:06:40.000000,21882.75
SL000139,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-08 18:00:00,2024-02-11 06:46:40.000000,30824.0
SL000140,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-02-08 18:00:00,2024-02-10 16:13:20.000000,17155.75
SL000141,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-08 18:00:00,2024-02-11 08:06:40.000000,21908.0
SL000142,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-08 18:00:00,2024-02-11 11:46:40.000000,30885.5
SL000143,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-08 18:00:00,2024-02-11 20:06:40.000000,21942.0
SL000144,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-09 18:00:00,2024-02-11 17:13:20.000000,17239.0
SL000145,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-09 18:00:00,2024-02-13 03:46:40.000000,31086.2
SL000146,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-02-09 18:00:00,2024-02-11 23:13:20.000000,17068.5
SL000147,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-09 18:00:00,2024-02-11 18:06:40.000000,21851.0
SL000148,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-09 18:00:00,2024-02-12 19:46:40.000000,30973.5
SL000149,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-09 18:00:00,2024-02-13 00:06:40.000000,22025.75
SL000150,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-10 18:00:00,2024-02-12 15:13:20.000000,17057.25
SL000151,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-10 18:00:00,2024-02-13 08:46:40.000000,31042.55
SL000152,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-02-10 18:00:00,2024-02-13 11:13:20.000000,17071.0
SL000153,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-10 18:00:00,2024-02-14 15:46:40.000000,30922.0
SL000154,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-10 18:00:00,2024-02-12 17:06:40.000000,21998.0
SL000155,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-11 18:00:00,2024-02-13 22:13:20.000000,17124.5
SL000156,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-11 18:00:00,2024-02-14 17:46:40.000000,31004.0
SL000157,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-11 18:00:00,2024-02-14 05:06:40.000000,21853.0
SL000158,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-11 18:00:00,2024-02-15 00:46:40.000000,31121.75
SL000159,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-12 18:00:00,2024-02-15 12:46:40.000000,30884.0
SL000160,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-12 18:00:00,2024-02-14 19:06:40.000000,22056.0
SL000161,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-12 18:00:00,2024-02-16 13:46:40.000000,30855.5
SL000162,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-12 18:00:00,2024-02-14 13:06:40.000000,21875.0
SL000163,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-13 18:00:00,2024-02-16 03:13:20.000000,17078.3
SL000164,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-13 18:00:00,2024-02-16 07:46:40.000000,31004.75
SL000165,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-13 18:00:00,2024-02-16 20:06:40.000000,22023.0
SL000166,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-13 18:00:00,2024-02-17 12:46:40.000000,30875.0
SL000167,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-13 18:00:00,2024-02-16 23:06:40.000000,21978.5
SL000168,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-14 18:00:00,2024-02-17 18:46:40.000000,30812.75
SL000169,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-02-14 18:00:00,2024-02-15 22:13:20.000000,17036.0
SL000170,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-14 18:00:00,2024-02-16 20:06:40.000000,21910.75
SL000171,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-14 18:00:00,2024-02-17 08:06:40.000000,21880.25
SL000172,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-02-15 18:00:00,2024-02-18 10:13:20.000000,17153.75
SL000173,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-15 18:00:00,2024-02-17 23:06:40.000000,21920.75
SL000174,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-15 18:00:00,2024-02-19 07:46:40.000000,31006.5
SL000175,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-16 18:00:00,2024-02-19 16:13:20.000000,17086.25
SL000176,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-16 18:00:00,2024-02-18 12:06:40.000000,21981.0
SL000177,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-16 18:00:00,2024-02-20 17:46:40.000000,31033.0
SL000178,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-17 18:00:00,2024-02-19 05:13:20.000000,17413.1
SL000179,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-17 18:00:00,2024-02-20 10:46:40.000000,31013.75
SL000180,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-17 18:00:00,2024-02-21 00:06:40.000000,21886.25
SL000181,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-17 18:00:00,2024-02-21 01:46:40.000000,30857.75
SL000182,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-17 18:00:00,2024-02-20 07:06:40.000000,21923.75
SL000183,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-18 18:00:00,2024-02-20 16:13:20.000000,17264.5
SL000184,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-18 18:00:00,2024-02-22 11:46:40.000000,31045.25
SL000185,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-18 18:00:00,2024-02-21 12:06:40.000000,21899.5
SL000186,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-18 18:00:00,2024-02-20 12:06:40.000000,21948.5
SL000187,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-19 18:00:00,2024-02-22 13:13:20.000000,17046.5
SL000188,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-19 18:00:00,2024-02-23 01:46:40.000000,31043.5
SL000189,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-02-19 18:00:00,2024-02-22 02:13:20.000000,17069.25
SL000190,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-19 18:00:00,2024-02-21 08:06:40.000000,21947.0
SL000191,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-19 18:00:00,2024-02-22 09:06:40.000000,22110.0
SL000192,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-20 18:00:00,2024-02-23 09:13:20.000000,17041.25
SL000193,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-20 18:00:00,2024-02-23 13:46:40.000000,30845.9
SL000194,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-02-20 18:00:00,2024-02-22 11:13:20.000000,17064.5
SL000195,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-20 18:00:00,2024-02-23 20:46:40.000000,30828.5
SL000196,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-20 18:00:00,2024-02-22 21:06:40.000000,21856.0
SL000197,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-02-21 18:00:00,2024-02-24 12:13:20.000000,17103.5
SL000198,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-21 18:00:00,2024-02-23 14:06:40.000000,21820.0
SL000199,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-22 18:00:00,2024-02-25 01:46:40.000000,31146.5
SL000200,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-02-22 18:00:00,2024-02-24 04:13:20.000000,17385.75
SL000201,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-02-22 18:00:00,2024-02-25 07:06:40.000000,21964.75
SL000202,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-02-22 18:00:00,2024-02-25 05:46:40.000000,31014.25
SL000203,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-02-22 18:00:00,2024-02-24 17:06:40.000000,21845.5
SL000204,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-02-23 18:00:00,2024-02-25 20:13:20.000000,17029.25
SL000205,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-02-23 18:00:00,2024-02-27 11:46:40.000000,30865.25
SL000206,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-02-23 18:00:00,2024-02-24 23:13:20.000000,17124.0
