Shipment_Leg_ID,Order_Line_ID,Quantity_Shipped
SL000066,OL05847,7
SL000067,OL00494,3
SL000068,OL01589,8
SL000068,OL03808,11
SL000069,OL04031,5
SL000070,OL01215,2
SL000070,OL03367,6
SL000070,OL04886,1
SL000071,OL04083,8
SL000072,OL00689,9
SL000073,OL05331,7
SL000074,OL01605,4
SL000075,OL00014,5
SL000075,OL02127,11
SL000076,OL01481,5
SL000077,OL00735,2
SL000078,OL00235,5
SL000078,OL03037,4
SL000079,OL04256,3
SL000080,OL00102,2
SL000081,OL01307,10
SL000082,OL01398,5
SL000082,OL03495,10
SL000082,OL05126,6
SL000083,OL04238,6
SL000084,OL04185,4
SL000085,OL00975,3
SL000085,OL03468,2
SL000086,OL05926,4
SL000087,OL05778,3
SL000088,OL02132,5
SL000088,OL04963,11
SL000089,OL01198,4
SL000090,OL02587,5
SL000090,OL02591,5
SL000091,OL02066,4
SL000092,OL01166,3
SL000093,OL01959,9
SL000093,OL04418,13
SL000093,OL05287,7
SL000094,OL01877,3
SL000094,OL04690,5
SL000095,OL00500,3
SL000095,OL01767,2
SL000096,OL05759,3
SL000097,OL05584,3
SL000097,OL05641,7
SL000098,OL02411,5
SL000098,OL04804,3
SL000099,OL00470,2
SL000100,OL00443,3
SL000100,OL01799,2
SL000100,OL03742,1
SL000100,OL04428,5
SL000100,OL05513,2
SL000101,OL01304,5
SL000102,OL05239,3
SL000103,OL01781,3
SL000103,OL05175,10
SL000104,OL00779,4
SL000105,OL05188,4
SL000106,OL01032,3
SL000107,OL03486,3
SL000107,OL05351,16
SL000108,OL01678,4
SL000109,OL05905,2
SL000110,OL05658,3
SL000111,OL01475,5
SL000111,OL03057,4
SL000112,OL00514,8
SL000112,OL02056,7
SL000113,OL02038,6
SL000114,OL03836,6
SL000115,OL01216,6
SL000116,OL00901,10
SL000116,OL02410,8
SL000116,OL02932,13
SL000116,OL03839,2
SL000116,OL04894,7
SL000116,OL05315,4
SL000117,OL04715,7
SL000118,OL01373,10
SL000119,OL00063,7
SL000119,OL00586,6
SL000120,OL00133,3
SL000120,OL02843,12
SL000121,OL05512,2
SL000122,OL05023,4
SL000123,OL05143,7
SL000124,OL02359,10
SL000125,OL01982,4
SL000125,OL02806,3
SL000125,OL05037,3
SL000126,OL02071,7
SL000127,OL04757,3
SL000128,OL04278,4
SL000129,OL04511,7
SL000130,OL03983,6
SL000131,OL04832,3
SL000132,OL01284,8
SL000132,OL04433,2
SL000133,OL00285,10
SL000133,OL02360,6
SL000134,OL00612,10
SL000134,OL04481,4
SL000135,OL02554,2
SL000136,OL04939,3
SL000137,OL02455,6
SL000137,OL05192,2
SL000138,OL00411,3
SL000138,OL01425,4
SL000138,OL01556,2
SL000139,OL01459,11
SL000140,OL01620,7
SL000140,OL03619,14
SL000141,OL01921,4
SL000142,OL01815,4
SL000143,OL00728,11
SL000144,OL01943,10
SL000145,OL00929,8
SL000146,OL05150,2
SL000147,OL03712,3
SL000147,OL04925,5
SL000147,OL05921,3
SL000148,OL00261,4
SL000148,OL00902,4
SL000148,OL01075,4
SL000148,OL04980,2
SL000148,OL05377,1
SL000149,OL03787,2
SL000150,OL05290,3
SL000151,OL01218,9
SL000152,OL03044,7
SL000152,OL03822,8
SL000153,OL02240,2
SL000153,OL02720,4
SL000153,OL04126,7
SL000154,OL04463,3
SL000155,OL01760,7
SL000156,OL00188,3
SL000157,OL00326,2
SL000158,OL04477,2
SL000159,OL00319,3
SL000160,OL00232,5
SL000161,OL00297,1
SL000161,OL04670,3
SL000162,OL00314,2
SL000162,OL04085,5
SL000162,OL04872,3
SL000163,OL01545,15
SL000163,OL03533,6
SL000164,OL00997,3
SL000164,OL03743,4
SL000165,OL03515,3
SL000165,OL04141,8
SL000166,OL00266,13
SL000167,OL02834,13
SL000167,OL04000,7
SL000168,OL04328,3
SL000169,OL01482,3
SL000170,OL04341,3
SL000171,OL03378,11
SL000172,OL02659,9
SL000172,OL03932,9
SL000173,OL00665,2
SL000173,OL01791,2
SL000174,OL05121,9
SL000175,OL00221,6
SL000175,OL03181,8
SL000176,OL03813,1
SL000176,OL04566,4
SL000176,OL05753,6
SL000177,OL00658,1
SL000177,OL04895,2
SL000178,OL02743,3
SL000178,OL05313,3
SL000179,OL00141,4
SL000179,OL02051,8
SL000180,OL02187,15
SL000181,OL05268,2
SL000182,OL00922,4
SL000183,OL00106,5
SL000184,OL03774,2
SL000185,OL00234,7
SL000185,OL03339,6
SL000186,OL02013,2
SL000186,OL03738,2
SL000186,OL05207,3
SL000187,OL00332,3
SL000187,OL02134,4
SL000187,OL04213,3
SL000188,OL04380,1
SL000189,OL00732,13
SL000190,OL00330,11
SL000190,OL00376,11
SL000190,OL03663,6
SL000191,OL03867,4
SL000192,OL00785,3
SL000193,OL02746,9
SL000193,OL05804,1
SL000194,OL01431,5
SL000195,OL00524,4
SL000195,OL05400,8
SL000196,OL01602,4
SL000197,OL00084,12
SL000197,OL01676,13
SL000197,OL03648,8
SL000198,OL00980,3
SL000198,OL04642,4
SL000199,OL00996,2
SL000200,OL00230,5
SL000201,OL03721,5
SL000202,OL02890,7
SL000203,OL02738,4
SL000203,OL05382,7
SL000204,OL00590,2
SL000204,OL03735,4
SL000204,OL05289,1
SL000205,OL02302,6
SL000206,OL00363,7
SL000206,OL04149,1
SL000206,OL05201,3
SL000207,OL03125,6
SL000208,OL01490,4
SL000208,OL02178,4
SL000208,OL02222,6
SL000208,OL02972,3
SL000208,OL03065,5
SL000209,OL00925,3
SL000210,OL03261,2
SL000210,OL04244,1
SL000211,OL01763,2
SL000212,OL02226,7
SL000213,OL00966,3
SL000214,OL00281,5
SL000214,OL01735,2
SL000215,OL04013,6
SL000216,OL03947,4
SL000217,OL02119,3
SL000217,OL03554,6
SL000218,OL00767,5
SL000219,OL01771,2
SL000219,OL03817,6
SL000220,OL05447,3
SL000221,OL03188,1
SL000222,OL05872,1
SL000223,OL00643,9
SL000224,OL01682,3
SL000225,OL03092,8
SL000226,OL00067,11
SL000226,OL00191,6
SL000226,OL02091,9
SL000227,OL01708,7
SL000227,OL02877,8
SL000227,OL03024,7
SL000228,OL01232,6
SL000229,OL00054,3
SL000229,OL02252,2
SL000229,OL04352,6
SL000230,OL02535,11
SL000231,OL03034,9
SL000232,OL00650,4
SL000232,OL04663,8
SL000233,OL05757,5
SL000234,OL01189,3
SL000235,OL00724,5
SL000236,OL01626,10
SL000236,OL03126,8
SL000237,OL04301,7
SL000238,OL02278,4
SL000238,OL05440,7
SL000239,OL02693,5
SL000240,OL03463,8
SL000241,OL03049,2
SL000241,OL03760,3
SL000242,OL03753,9
SL000243,OL05675,5
SL000244,OL01843,11
SL000244,OL01930,7
SL000244,OL04009,11
SL000245,OL01619,7
SL000246,OL03409,6
SL000247,OL02213,4
SL000247,OL03322,13
SL000248,OL00934,4
SL000248,OL04333,2
SL000249,OL00839,9
SL000250,OL03278,2
SL000251,OL05358,6
SL000252,OL03144,8
SL000253,OL00812,3
SL000253,OL04381,2
SL000254,OL05752,5
SL000255,OL01700,4
SL000255,OL04288,6
SL000255,OL04952,5
SL000256,OL04203,3
SL000257,OL04679,6
SL000258,OL03651,17
SL000259,OL02351,2
SL000260,OL01338,9
SL000261,OL00132,2
SL000261,OL01023,2
SL000261,OL01044,6
SL000261,OL01206,6
SL000261,OL03978,1
SL000262,OL02717,5
SL000262,OL03627,1
SL000262,OL04125,7
SL000263,OL01537,10
SL000264,OL03968,7
SL000265,OL01418,7
SL000265,OL03136,7
SL000266,OL01606,5
SL000266,OL05214,4
SL000267,OL04020,4
SL000268,OL00578,14
SL000269,OL00016,5
SL000269,OL02263,11
SL000269,OL03038,6
SL000270,OL00042,3
SL000270,OL03610,2
SL000271,OL01539,5
SL000271,OL05868,1
SL000272,OL00851,6
SL000273,OL00289,10
SL000273,OL03556,2
SL000274,OL00253,5
SL000274,OL03530,3
SL000274,OL03628,5
SL000274,OL04912,8
SL000275,OL03994,3
SL000276,OL01526,3
SL000276,OL01821,6
SL000277,OL03924,2
SL000278,OL02637,8
SL000279,OL03013,4
SL000279,OL05262,2
SL000280,OL03334,8
SL000281,OL02397,2
SL000281,OL04295,3
SL000281,OL04614,4
SL000282,OL03096,7
SL000283,OL00044,9
SL000283,OL02331,4
SL000284,OL00265,5
SL000284,OL02925,15
SL000284,OL03297,4
SL000285,OL00284,3
SL000286,OL04445,3
SL000287,OL05387,6
SL000288,OL00368,15
SL000288,OL01173,10
SL000288,OL02561,5
SL000288,OL04403,9
SL000289,OL03593,11
SL000290,OL01406,6
SL000290,OL05976,1
SL000291,OL00955,1
SL000291,OL01511,5
SL000292,OL01171,2
SL000293,OL01873,14
SL000293,OL02565,6
SL000293,OL04406,4
SL000293,OL05945,4
SL000294,OL04154,2
SL000295,OL00449,5
SL000296,OL00909,4
SL000296,OL01727,6
SL000296,OL03380,4
SL000296,OL03652,10
SL000296,OL04552,4
SL000296,OL04708,9
SL000297,OL03996,5
SL000298,OL02098,9
SL000298,OL03142,5
SL000298,OL03829,4
SL000299,OL04193,14
SL000299,OL05516,15
SL000300,OL03653,4
SL000301,OL00392,2
SL000301,OL05048,4
SL000301,OL05275,4
SL000302,OL02034,4
SL000302,OL04874,8
SL000303,OL01793,3
SL000303,OL03152,5
SL000304,OL04786,4
SL000305,OL01051,2
SL000306,OL03319,3
SL000307,OL00792,3
SL000308,OL00167,3
SL000308,OL04792,9
SL000308,OL05824,9
SL000309,OL03295,5
SL000310,OL03953,2
SL000311,OL03135,5
SL000311,OL05004,3
SL000312,OL04754,7
SL000313,OL03012,3
SL000314,OL00396,6
SL000315,OL04216,4
SL000315,OL05010,3
SL000316,OL00758,3
SL000316,OL01487,7
SL000316,OL04564,8
SL000317,OL01569,13
SL000317,OL03346,6
SL000318,OL00501,4
SL000318,OL05436,5
SL000319,OL01353,2
SL000320,OL01470,2
SL000321,OL00269,8
SL000321,OL02549,2
SL000322,OL00134,7
SL000323,OL04816,2
SL000324,OL02469,3
SL000325,OL01977,2
SL000326,OL00184,5
SL000326,OL00428,2
SL000327,OL01989,2
SL000328,OL04396,14
SL000329,OL02791,3
SL000330,OL02614,1
SL000330,OL03716,2
SL000331,OL03479,6
SL000332,OL04891,4
SL000333,OL01513,15
SL000333,OL04791,7
SL000334,OL00151,10
SL000334,OL03399,3
SL000335,OL01638,6
SL000335,OL03481,7
SL000335,OL04858,3
SL000336,OL01105,4
SL000337,OL02159,4
SL000337,OL03387,3
SL000338,OL03832,3
SL000339,OL00509,4
SL000340,OL01328,5
SL000340,OL03342,3
SL000341,OL01573,3
SL000341,OL05373,1
SL000342,OL00495,9
SL000343,OL04759,9
SL000343,OL05093,7
SL000344,OL03416,19
SL000345,OL01067,20
SL000345,OL01377,19
SL000345,OL04841,6
SL000345,OL05830,3
SL000346,OL02712,7
SL000346,OL05849,3
SL000347,OL03783,2
SL000348,OL02166,6
SL000348,OL03413,3
SL000348,OL04635,12
SL000349,OL02661,4
SL000349,OL02670,8
SL000350,OL05644,5
SL000351,OL01107,1
SL000351,OL02903,1
SL000351,OL03501,1
SL000351,OL05308,2
SL000352,OL03807,4
SL000353,OL02395,14
SL000353,OL05173,8
SL000354,OL00878,1
SL000354,OL02768,2
SL000354,OL04956,2
SL000355,OL03858,5
SL000355,OL05728,6
SL000356,OL03959,14
SL000357,OL05933,7
SL000358,OL03967,3
SL000359,OL05897,10
SL000360,OL03643,3
SL000361,OL01551,3
SL000362,OL01416,14
SL000362,OL01981,10
SL000363,OL02199,1
SL000363,OL02524,3
SL000364,OL05027,8
SL000365,OL01343,12
SL000365,OL03683,14
SL000366,OL05350,7
SL000367,OL04763,9
SL000368,OL04490,14
SL000369,OL00052,2
SL000370,OL02075,17
SL000371,OL01428,12
SL000371,OL02258,11
SL000372,OL01167,6
SL000373,OL04178,3
SL000374,OL00742,6
SL000374,OL01460,2
SL000375,OL00541,4
SL000376,OL00439,4
SL000376,OL00899,8
SL000376,OL04368,6
SL000377,OL05047,7
SL000377,OL05920,9
SL000378,OL04616,1
SL000379,OL00697,2
SL000379,OL05577,2
SL000380,OL01841,7
SL000381,OL02211,5
SL000381,OL04019,12
SL000381,OL04680,8
SL000382,OL01668,3
SL000383,OL01443,10
SL000384,OL00357,8
SL000385,OL02318,11
SL000385,OL03586,5
SL000385,OL05648,4
SL000386,OL00419,2
SL000386,OL01881,3
SL000387,OL04735,2
SL000387,OL04888,5
SL000387,OL05180,5
SL000388,OL01543,2
SL000389,OL04137,10
SL000390,OL03143,3
SL000391,OL00374,8
SL000391,OL01310,16
SL000391,OL01450,18
SL000391,OL03646,9
SL000391,OL04870,8
SL000391,OL05626,6
SL000392,OL02722,2
SL000392,OL03726,4
SL000392,OL04528,3
SL000393,OL03538,8
SL000394,OL02765,6
SL000394,OL05065,1
SL000395,OL03659,12
SL000395,OL05671,6
SL000396,OL03411,7
SL000397,OL02609,5
SL000397,OL05426,3
SL000397,OL05990,4
SL000398,OL02050,3
SL000398,OL02870,5
SL000398,OL04447,8
SL000398,OL05033,17
SL000399,OL02177,5
SL000400,OL04470,3
SL000401,OL01381,1
SL000401,OL03199,2
SL000401,OL03531,5
SL000402,OL04158,9
SL000403,OL05336,9
SL000404,OL02567,4
SL000405,OL01125,4
SL000405,OL01869,10
SL000405,OL03449,3
SL000405,OL03657,15
SL000406,OL02151,5
SL000407,OL01299,3
SL000408,OL01659,13
SL000408,OL02412,8
SL000409,OL03425,17
SL000410,OL00129,7
SL000410,OL02201,4
SL000410,OL02484,4
SL000411,OL00651,6
SL000411,OL05066,4
SL000412,OL04845,3
SL000413,OL01963,6
SL000414,OL00275,4
SL000415,OL00007,17
SL000415,OL01372,6
SL000415,OL03440,11
SL000415,OL03512,6
SL000416,OL03252,2
SL000416,OL05442,4
SL000417,OL00118,4
SL000417,OL02963,3
SL000417,OL03682,11
SL000418,OL03420,6
SL000418,OL05349,18
SL000419,OL02639,19
SL000419,OL04195,7
SL000420,OL05486,9
SL000421,OL01834,10
SL000421,OL05008,7
SL000422,OL03912,7
SL000422,OL05366,7
SL000423,OL03546,4
SL000424,OL02128,4
SL000425,OL01177,12
SL000425,OL02313,10
SL000426,OL01240,9
SL000426,OL01998,5
SL000427,OL04422,2
SL000427,OL05341,3
SL000428,OL01442,7
SL000429,OL02403,6
SL000430,OL02862,5
SL000431,OL01120,6
SL000432,OL01728,1
SL000432,OL03540,2
SL000433,OL01223,6
SL000434,OL01957,15
SL000435,OL00584,2
SL000436,OL05586,1
SL000437,OL01935,9
SL000437,OL02463,11
SL000438,OL03977,13
SL000439,OL01494,4
SL000439,OL04042,15
SL000439,OL05465,9
SL000440,OL00431,1
SL000440,OL03015,4
SL000441,OL00931,2
SL000442,OL00437,11
SL000442,OL04820,4
SL000443,OL04577,6
SL000444,OL01829,8
SL000445,OL01972,6
SL000445,OL04398,3
SL000446,OL05554,4
SL000447,OL02707,4
SL000447,OL03890,7
SL000448,OL01790,9
SL000448,OL02475,7
SL000448,OL03674,12
SL000448,OL04653,10
SL000449,OL01751,6
SL000449,OL02981,6
SL000450,OL00930,6
SL000451,OL01533,9
SL000452,OL00656,8
SL000452,OL01733,12
SL000453,OL02943,4
SL000454,OL01164,4
SL000454,OL03758,1
SL000455,OL00174,4
SL000455,OL00740,4
SL000455,OL02243,18
SL000456,OL03128,7
SL000456,OL05283,6
SL000457,OL02143,3
SL000458,OL03258,2
SL000459,OL01109,5
SL000460,OL00310,9
SL000461,OL00038,11
SL000461,OL01621,16
SL000462,OL03952,2
SL000463,OL00398,5
SL000463,OL01390,6
SL000463,OL01565,1
SL000464,OL05187,5
SL000465,OL00967,6
SL000466,OL05895,1
SL000467,OL04928,4
SL000468,OL03598,4
SL000468,OL04159,4
SL000469,OL01613,5
SL000470,OL02305,2
SL000471,OL00160,2
SL000471,OL01253,3
SL000471,OL01622,2
SL000471,OL02192,1
SL000471,OL04262,1
SL000472,OL00380,11
SL000472,OL05556,8
SL000473,OL00466,6
SL000473,OL01806,7
SL000473,OL02343,8
SL000474,OL04677,8
SL000474,OL05488,9
SL000475,OL04465,3
SL000476,OL03608,2
SL000476,OL04091,4
SL000477,OL00630,3
SL000478,OL01052,7
SL000479,OL03353,4
SL000480,OL01931,10
SL000481,OL05571,9
SL000482,OL05367,9
SL000482,OL05580,6
SL000482,OL05732,4
SL000483,OL04235,12
SL000484,OL00090,7
SL000485,OL00075,9
SL000485,OL02424,5
SL000486,OL04512,10
SL000487,OL05006,8
SL000488,OL01323,2
SL000489,OL00298,5
SL000490,OL03348,9
SL000491,OL05547,16
SL000492,OL00695,9
SL000492,OL05484,3
SL000493,OL03510,2
SL000493,OL04932,2
SL000494,OL01889,4
SL000495,OL04222,2
SL000496,OL03462,6
SL000496,OL03825,4
SL000496,OL04868,5
SL000497,OL04713,6
SL000498,OL03284,10
SL000499,OL01212,3
SL000500,OL02960,9
SL000501,OL01714,1
SL000501,OL03522,4
SL000501,OL04026,8
SL000501,OL04201,3
SL000501,OL05263,7
SL000501,OL05616,6
SL000502,OL00752,4
SL000502,OL05417,4
SL000503,OL05785,8
SL000504,OL02962,8
SL000504,OL03171,5
SL000505,OL04740,9
SL000506,OL04246,15
SL000506,OL04298,9
SL000507,OL05605,2
SL000508,OL01695,7
SL000508,OL03048,9
SL000509,OL02494,15
SL000510,OL04530,8
SL000511,OL03435,6
SL000512,OL01798,2
SL000512,OL03404,1
SL000513,OL04035,3
SL000513,OL05046,5
SL000514,OL01731,2
SL000514,OL02180,4
SL000515,OL05821,6
SL000516,OL01231,3
SL000516,OL04165,2
SL000516,OL05931,5
SL000517,OL02043,1
SL000518,OL04834,2
SL000519,OL01446,9
SL000520,OL00799,15
SL000520,OL01033,8
SL000520,OL01667,7
SL000521,OL02837,3
SL000522,OL03791,5
SL000523,OL02627,8
SL000524,OL04173,12
SL000525,OL01736,3
SL000526,OL04139,6
SL000526,OL05637,8
SL000527,OL00457,3
SL000528,OL04498,6
SL000528,OL05987,3
SL000529,OL00497,11
SL000529,OL04179,14
SL000530,OL05291,2
SL000531,OL05716,3
SL000532,OL04078,18
SL000533,OL03844,14
SL000534,OL03862,1
SL000535,OL03072,14
SL000536,OL00460,6
SL000536,OL00895,5
SL000536,OL05970,3
SL000537,OL01590,6
SL000538,OL01863,3
SL000539,OL02094,5
SL000540,OL02236,13
SL000541,OL00825,6
SL000541,OL05881,3
SL000542,OL04186,2
SL000543,OL02049,1
SL000544,OL05611,10
SL000545,OL04619,3
SL000545,OL05914,6
SL000546,OL03417,3
SL000546,OL05959,2
SL000547,OL02966,10
SL000548,OL04314,14
SL000549,OL03361,7
SL000550,OL00881,9
SL000551,OL02620,7
SL000552,OL00329,8
SL000552,OL03362,14
SL000553,OL04318,3
SL000554,OL03429,8
SL000555,OL04456,5
SL000556,OL04038,6
SL000556,OL05014,11
SL000556,OL05170,6
SL000557,OL02007,8
SL000557,OL02082,5
SL000558,OL01150,6
SL000558,OL02891,18
SL000558,OL03708,3
SL000559,OL04576,1
SL000560,OL04118,8
SL000561,OL02790,6
SL000561,OL04729,7
SL000562,OL01415,5
SL000562,OL02882,10
SL000563,OL05883,1
SL000564,OL00252,4
SL000564,OL00311,12
SL000565,OL00272,3
SL000566,OL02470,5
SL000567,OL00838,4
SL000568,OL00882,1
SL000568,OL01122,2
SL000569,OL05019,2
SL000570,OL05258,7
SL000571,OL00876,5
SL000572,OL01867,2
SL000573,OL02507,1
SL000574,OL00061,10
SL000575,OL00891,3
SL000575,OL01721,6
SL000575,OL02626,9
SL000575,OL05164,8
SL000576,OL05372,1
SL000577,OL01905,8
SL000578,OL02382,7
SL000579,OL03450,7
SL000579,OL03887,2
SL000579,OL05777,5
SL000580,OL03196,12
SL000581,OL05013,7
SL000582,OL05163,3
SL000582,OL05982,5
SL000583,OL00521,5
SL000583,OL03369,17
SL000584,OL04003,7
SL000585,OL00987,4
SL000585,OL04016,2
SL000586,OL01730,5
SL000586,OL05388,18
SL000587,OL00023,3
SL000588,OL00173,3
SL000588,OL00737,13
SL000588,OL02057,11
SL000588,OL02576,8
SL000589,OL02404,4
SL000590,OL00766,4
SL000591,OL00583,4
SL000592,OL04655,8
SL000592,OL05885,6
SL000593,OL03877,6
SL000593,OL05114,4
SL000594,OL00473,5
SL000594,OL04476,2
SL000595,OL03236,4
SL000596,OL00209,5
SL000596,OL02542,11
SL000596,OL03217,9
SL000596,OL05078,4
SL000597,OL02055,3
SL000597,OL02200,2
SL000597,OL04799,11
SL000598,OL04136,2
SL000599,OL03948,8
SL000600,OL02928,4
SL000601,OL05629,4
SL000602,OL02704,2
SL000602,OL02874,4
SL000603,OL01084,3
SL000603,OL02478,4
SL000603,OL05124,5
SL000604,OL02908,2
SL000605,OL02310,2
SL000606,OL00351,3
SL000606,OL05711,3
SL000607,OL05276,4
SL000607,OL05691,4
SL000608,OL01430,4
SL000608,OL03376,2
SL000609,OL02714,13
SL000610,OL05506,8
SL000611,OL03513,3
SL000611,OL04974,3
SL000612,OL00666,7
SL000612,OL01433,10
SL000612,OL04519,5
SL000613,OL02486,3
SL000614,OL04807,2
SL000615,OL00078,8
SL000615,OL02897,3
SL000616,OL04674,8
SL000617,OL05360,5
SL000618,OL02284,6
SL000619,OL00402,2
SL000619,OL03503,3
SL000620,OL00107,3
SL000620,OL05269,3
SL000620,OL05569,2
SL000620,OL05942,2
SL000621,OL01420,11
SL000621,OL05553,9
SL000622,OL04736,5
SL000623,OL00827,1
SL000624,OL02901,3
SL000625,OL03059,5
SL000626,OL00110,6
SL000626,OL01564,7
SL000626,OL03630,3
SL000627,OL00371,7
SL000628,OL05217,1
SL000629,OL00657,12
SL000629,OL05734,10
SL000630,OL01864,5
SL000630,OL04037,11
SL000631,OL02541,3
SL000632,OL00243,5
SL000632,OL02170,5
SL000632,OL04514,5
SL000633,OL01636,6
SL000634,OL05017,2
SL000635,OL00039,3
SL000635,OL01971,3
SL000635,OL02356,2
SL000635,OL03741,3
SL000635,OL03975,3
SL000636,OL01401,11
SL000636,OL02895,6
SL000636,OL03679,15
SL000637,OL05077,3
SL000638,OL00883,5
SL000639,OL02983,8
SL000640,OL00017,7
SL000640,OL02689,7
SL000641,OL00747,2
SL000641,OL03576,6
SL000642,OL04129,5
SL000643,OL05878,3
SL000644,OL01291,5
SL000645,OL00685,9
SL000645,OL02676,11
SL000646,OL00128,2
SL000647,OL05606,2
SL000648,OL04099,4
SL000648,OL05204,5
SL000649,OL00228,5
SL000650,OL00683,2
SL000650,OL02830,1
SL000650,OL03466,3
SL000651,OL05369,3
SL000652,OL01362,7
SL000652,OL04190,10
SL000653,OL02774,3
SL000653,OL05421,7
SL000653,OL05755,12
SL000654,OL04624,6
SL000655,OL01712,2
SL000656,OL04994,3
SL000657,OL04001,10
SL000657,OL04941,6
SL000658,OL00006,3
SL000658,OL00478,3
SL000658,OL04170,3
SL000658,OL04904,4
SL000659,OL04533,3
SL000660,OL05535,3
SL000661,OL04981,8
SL000662,OL00730,9
SL000663,OL01951,20
SL000663,OL04734,7
SL000664,OL00220,3
SL000664,OL03470,2
SL000664,OL04517,7
SL000665,OL00991,1
SL000665,OL02512,6
SL000666,OL03849,7
SL000667,OL00582,4
SL000667,OL01568,5
SL000668,OL02557,5
SL000669,OL05156,4
SL000670,OL01868,5
SL000670,OL03031,2
SL000670,OL04325,2
SL000671,OL02860,7
SL000672,OL01332,3
SL000672,OL01576,4
SL000672,OL02248,2
SL000672,OL04234,9
SL000673,OL01205,1
SL000674,OL02454,2
SL000674,OL04339,1
SL000675,OL00893,4
SL000676,OL00233,9
SL000677,OL03111,3
SL000677,OL03833,3
SL000677,OL05975,1
SL000678,OL01024,3
SL000679,OL00065,3
SL000679,OL03649,7
SL000680,OL01671,10
SL000681,OL05548,8
SL000682,OL01288,2
SL000682,OL02784,2
SL000682,OL05623,2
SL000683,OL02946,12
SL000684,OL05890,5
SL000685,OL00976,2
SL000686,OL03916,3
SL000687,OL00068,7
SL000687,OL01241,3
SL000687,OL05499,4
SL000688,OL03358,3
SL000688,OL03894,8
SL000689,OL03098,3
SL000689,OL04090,3
SL000689,OL05674,3
SL000690,OL00018,13
SL000691,OL02818,6
SL000692,OL01155,8
SL000692,OL01900,8
SL000693,OL03946,1
SL000693,OL05503,2
SL000694,OL02811,9
SL000695,OL00579,10
SL000695,OL00645,12
SL000695,OL04946,7
SL000696,OL02646,4
SL000697,OL01201,2
SL000698,OL00334,3
SL000699,OL04349,24
SL000700,OL05978,10
SL000701,OL02202,2
SL000702,OL01726,5
SL000703,OL04105,2
SL000704,OL01269,6
SL000704,OL01979,8
SL000704,OL02825,27
SL000704,OL04198,8
SL000705,OL00239,5
SL000705,OL01453,3
SL000705,OL03908,1
SL000706,OL01895,4
SL000706,OL03502,4
SL000707,OL02910,4
SL000707,OL03778,17
SL000708,OL00354,6
SL000708,OL00640,9
SL000709,OL01096,2
SL000709,OL01152,2
SL000709,OL01983,4
SL000710,OL04579,33
SL000711,OL02797,7
SL000712,OL05234,5
SL000713,OL00963,3
SL000714,OL00189,9
SL000714,OL04095,8
